seq,gubun,confCase,confCaseRate,death,deathRate,criticalRate,createDt,updateDt
22861,0-9,3061098,10.2,37.0,0.1,0.00,2023-01-19 00:21:59.0,null
22860,10-19,3743925,12.5,20.0,0.1,0.00,2023-01-19 00:21:59.0,null
22859,20-29,4360900,14.6,78.0,0.2,0.00,2023-01-19 00:21:59.0,null
22858,30-39,4375308,14.6,152.0,0.5,0.00,2023-01-19 00:21:59.0,null
22857,40-49,4563317,15.2,449.0,1.4,0.01,2023-01-19 00:21:59.0,null
22856,50-59,3904007,13.0,1355.0,4.1,0.03,2023-01-19 00:21:59.0,null
22855,60-69,3255917,10.9,3760.0,11.4,0.12,2023-01-19 00:21:59.0,null
22854,70-79,1658042,5.5,7499.0,22.7,0.45,2023-01-19 00:21:59.0,null
22853,80 이상,1005444,3.4,19754.0,59.7,1.96,2023-01-19 00:21:59.0,null
22852,여성,16054424,53.6,16855.0,50.9,0.10,2023-01-19 00:21:59.0,null
22851,남성,13873534,46.4,16249.0,49.1,0.12,2023-01-19 00:21:59.0,null
22839,0-9,3059405,10.23,37.0,0.11,0,2023-01-18 05:59:48.0,null
22838,10-19,3741693,12.51,20.0,0.06,0,2023-01-18 05:59:48.0,null
22837,20-29,4356621,14.57,78.0,0.24,0,2023-01-18 05:59:48.0,null
22836,30-39,4370737,14.62,152.0,0.46,0,2023-01-18 05:59:48.0,null
22835,40-49,4558890,15.25,449.0,1.36,0.01,2023-01-18 05:59:48.0,null
22834,50-59,3899603,13.04,1351.0,4.09,0.03,2023-01-18 05:59:48.0,null
22833,60-69,3251700,10.88,3752.0,11.35,0.12,2023-01-18 05:59:48.0,null
22832,70-79,1655604,5.54,7491.0,22.66,0.45,2023-01-18 05:59:48.0,null
22831,80 이상,1003889,3.36,19727.0,59.68,1.97,2023-01-18 05:59:48.0,null
22830,여성,16037751,53.64,16840.0,50.94,0.11,2023-01-18 05:59:48.0,null
22829,남성,13860391,46.36,16217.0,49.06,0.12,2023-01-18 05:59:48.0,null
22828,0-9,3057496,10.24,37.0,0.11,0.00,2023-01-17 03:56:19.0,null
22827,10-19,3739141,12.52,20.0,0.06,0.00,2023-01-17 03:56:19.0,null
22826,20-29,4351397,14.57,78.0,0.24,0.00,2023-01-17 03:56:19.0,null
22825,30-39,4365098,14.62,152.0,0.46,0.00,2023-01-17 03:56:19.0,null
22824,40-49,4553568,15.25,448.0,1.36,0.01,2023-01-17 03:56:19.0,null
22823,50-59,3893997,13.04,1349.0,4.09,0.03,2023-01-17 03:56:19.0,null
22822,60-69,3246561,10.87,3743.0,11.34,0.12,2023-01-17 03:56:19.0,null
22821,70-79,1652507,5.53,7485.0,22.67,0.45,2023-01-17 03:56:19.0,null
22820,80 이상,1001469,3.35,19702.0,59.68,1.97,2023-01-17 03:56:19.0,null
22819,여성,16017046,53.64,16824.0,50.96,0.11,2023-01-17 03:56:19.0,null
22818,남성,13844188,46.36,16190.0,49.04,0.12,2023-01-17 03:56:19.0,null
22795,0-9,3055413,10.25,37.0,0.11,0,2023-01-16 01:35:39.0,null
22794,10-19,3736420,12.53,20.0,0.06,0,2023-01-16 01:35:39.0,null
22793,20-29,4345637,14.57,78.0,0.24,0,2023-01-16 01:35:39.0,null
22792,30-39,4358510,14.62,151.0,0.46,0,2023-01-16 01:35:39.0,null
22791,40-49,4547047,15.25,447.0,1.36,0.01,2023-01-16 01:35:39.0,null
22790,50-59,3887805,13.04,1349.0,4.09,0.03,2023-01-16 01:35:39.0,null
22789,60-69,3241334,10.87,3740.0,11.34,0.12,2023-01-16 01:35:39.0,null
22788,70-79,1649293,5.53,7479.0,22.67,0.45,2023-01-16 01:35:39.0,null
22787,80 이상,999576,3.35,19683.0,59.67,1.97,2023-01-16 01:35:39.0,null
22786,여성,15994771,53.64,16813.0,50.97,0.11,2023-01-16 01:35:39.0,null
22785,남성,13826264,46.36,16171.0,49.03,0.12,2023-01-16 01:35:39.0,null
22773,0-9,3054348,10.2,37.0,0.1,0.00,2023-01-15 01:20:23.0,null
22772,10-19,3735342,12.5,20.0,0.1,0.00,2023-01-15 01:20:23.0,null
22771,20-29,4343750,14.6,78.0,0.2,0.00,2023-01-15 01:20:23.0,null
22770,30-39,4356070,14.6,151.0,0.5,0.00,2023-01-15 01:20:23.0,null
22769,40-49,4544741,15.2,447.0,1.4,0.01,2023-01-15 01:20:23.0,null
22768,50-59,3885868,13.0,1348.0,4.1,0.03,2023-01-15 01:20:23.0,null
22767,60-69,3239634,10.9,3737.0,11.3,0.12,2023-01-15 01:20:23.0,null
22766,70-79,1648335,5.5,7471.0,22.7,0.45,2023-01-15 01:20:23.0,null
22765,80 이상,998803,3.4,19660.0,59.7,1.97,2023-01-15 01:20:23.0,null
22764,여성,15987072,53.6,16795.0,51.0,0.11,2023-01-15 01:20:23.0,null
22763,남성,13819819,46.4,16154.0,49.0,0.12,2023-01-15 01:20:23.0,null
22751,0-9,3052602,10.25,37.0,0.11,0,2023-01-14 09:37:10.0,null
22750,10-19,3732902,12.54,20.0,0.06,0,2023-01-14 09:37:10.0,null
22749,20-29,4339536,14.57,78.0,0.24,0,2023-01-14 09:37:10.0,null
22748,30-39,4351440,14.61,151.0,0.46,0,2023-01-14 09:37:10.0,null
22747,40-49,4539778,15.25,447.0,1.36,0.01,2023-01-14 09:37:10.0,null
22746,50-59,3880796,13.03,1345.0,4.09,0.03,2023-01-14 09:37:10.0,null
22745,60-69,3234796,10.86,3733.0,11.34,0.12,2023-01-14 09:37:10.0,null
22744,70-79,1645527,5.53,7465.0,22.68,0.45,2023-01-14 09:37:10.0,null
22743,80 이상,996944,3.35,19636.0,59.66,1.97,2023-01-14 09:37:10.0,null
22742,여성,15968727,53.63,16781.0,50.99,0.11,2023-01-14 09:37:10.0,null
22741,남성,13805594,46.37,16131.0,49.01,0.12,2023-01-14 09:37:10.0,null
22729,0-9,3052602,10.25,37.0,0.11,0,2023-01-14 05:52:23.0,null
22728,10-19,3732902,12.54,20.0,0.06,0,2023-01-14 05:52:23.0,null
22727,20-29,4339536,14.57,78.0,0.24,0,2023-01-14 05:52:23.0,null
22726,30-39,4351440,14.61,151.0,0.46,0,2023-01-14 05:52:23.0,null
22725,40-49,4539778,15.25,447.0,1.36,0.01,2023-01-14 05:52:23.0,null
22724,50-59,3880796,13.03,1345.0,4.09,0.03,2023-01-14 05:52:23.0,null
22723,60-69,3234796,10.86,3733.0,11.34,0.12,2023-01-14 05:52:23.0,null
22722,70-79,1645527,5.53,7465.0,22.68,0.45,2023-01-14 05:52:23.0,null
22721,80 이상,996944,3.35,19636.0,59.66,1.97,2023-01-14 05:52:23.0,null
22720,여성,15968727,53.63,16781.0,50.99,0.11,2023-01-14 05:52:23.0,null
22719,남성,13805594,46.37,16131.0,49.01,0.12,2023-01-14 05:52:23.0,null
22707,0-9,3050664,10.26,37.0,0.11,0.00,2023-01-13 05:09:26.0,null
22706,10-19,3730177,12.54,20.0,0.06,0.00,2023-01-13 05:09:26.0,null
22705,20-29,4334564,14.58,78.0,0.24,0.00,2023-01-13 05:09:26.0,null
22704,30-39,4346068,14.61,151.0,0.46,0.00,2023-01-13 05:09:26.0,null
22703,40-49,4534503,15.25,446.0,1.36,0.01,2023-01-13 05:09:26.0,null
22702,50-59,3875047,13.03,1342.0,4.08,0.03,2023-01-13 05:09:26.0,null
22701,60-69,3229568,10.86,3722.0,11.32,0.12,2023-01-13 05:09:26.0,null
22700,70-79,1642423,5.52,7453.0,22.68,0.45,2023-01-13 05:09:26.0,null
22699,80 이상,994755,3.35,19618.0,59.69,1.97,2023-01-13 05:09:26.0,null
22698,여성,15948584,53.63,16764.0,51.01,0.11,2023-01-13 05:09:26.0,null
22697,남성,13789185,46.37,16103.0,48.99,0.12,2023-01-13 05:09:26.0,null
22663,0-9,3048555,10.27,37.0,0.11,0,2023-01-12 06:03:14.0,null
22662,10-19,3726966,12.55,20.0,0.06,0,2023-01-12 06:03:14.0,null
22661,20-29,4328834,14.58,78.0,0.24,0,2023-01-12 06:03:14.0,null
22660,30-39,4340129,14.61,151.0,0.46,0,2023-01-12 06:03:14.0,null
22659,40-49,4528486,15.25,446.0,1.36,0.01,2023-01-12 06:03:14.0,null
22658,50-59,3869120,13.03,1340.0,4.08,0.03,2023-01-12 06:03:14.0,null
22657,60-69,3224134,10.86,3719.0,11.33,0.12,2023-01-12 06:03:14.0,null
22656,70-79,1639204,5.52,7443.0,22.68,0.45,2023-01-12 06:03:14.0,null
22655,80 이상,992615,3.34,19587.0,59.68,1.97,2023-01-12 06:03:14.0,null
22654,여성,15926351,53.63,16739.0,51.00,0.11,2023-01-12 06:03:14.0,null
22653,남성,13771692,46.37,16082.0,49.00,0.12,2023-01-12 06:03:14.0,null
22652,0-9,3046322,10.3,37.0,0.1,0.00,2023-01-11 05:56:40.0,null
22651,10-19,3723297,12.6,20.0,0.1,0.00,2023-01-11 05:56:40.0,null
22650,20-29,4322168,14.6,78.0,0.2,0.00,2023-01-11 05:56:40.0,null
22649,30-39,4333357,14.6,150.0,0.5,0.00,2023-01-11 05:56:40.0,null
22648,40-49,4521863,15.2,446.0,1.4,0.01,2023-01-11 05:56:40.0,null
22647,50-59,3862605,13.0,1339.0,4.1,0.03,2023-01-11 05:56:40.0,null
22646,60-69,3218312,10.8,3711.0,11.3,0.12,2023-01-11 05:56:40.0,null
22645,70-79,1635833,5.5,7427.0,22.7,0.45,2023-01-11 05:56:40.0,null
22644,80 이상,990333,3.3,19537.0,59.7,1.97,2023-01-11 05:56:40.0,null
22643,여성,15901770,53.6,16703.0,51.0,0.11,2023-01-11 05:56:40.0,null
22642,남성,13752320,46.4,16042.0,49.0,0.12,2023-01-11 05:56:40.0,null
22608,0-9,3043797,10.28,37.0,0.11,0,2023-01-10 05:59:02.0,null
22607,10-19,3718770,12.56,20.0,0.06,0,2023-01-10 05:59:02.0,null
22606,20-29,4314299,14.58,78.0,0.24,0,2023-01-10 05:59:02.0,null
22605,30-39,4325025,14.61,149.0,0.46,0,2023-01-10 05:59:02.0,null
22604,40-49,4513802,15.25,445.0,1.36,0.01,2023-01-10 05:59:02.0,null
22603,50-59,3854520,13.02,1335.0,4.09,0.03,2023-01-10 05:59:02.0,null
22602,60-69,3211033,10.85,3702.0,11.33,0.12,2023-01-10 05:59:02.0,null
22601,70-79,1631537,5.51,7413.0,22.69,0.45,2023-01-10 05:59:02.0,null
22600,80 이상,986964,3.33,19490.0,59.66,1.97,2023-01-10 05:59:02.0,null
22599,여성,15871678,53.62,16655.0,50.98,0.1,2023-01-10 05:59:02.0,null
22598,남성,13728069,46.38,16014.0,49.02,0.12,2023-01-10 05:59:02.0,null
22597,0-9,3041072,10.29,37.0,0.11,0.00,2023-01-09 00:46:50.0,null
22596,10-19,3713752,12.57,20.0,0.06,0.00,2023-01-09 00:46:50.0,null
22595,20-29,4305724,14.58,78.0,0.24,0.00,2023-01-09 00:46:50.0,null
22594,30-39,4315283,14.61,149.0,0.46,0.00,2023-01-09 00:46:50.0,null
22593,40-49,4504103,15.25,444.0,1.36,0.01,2023-01-09 00:46:50.0,null
22592,50-59,3845256,13.02,1333.0,4.09,0.03,2023-01-09 00:46:50.0,null
22591,60-69,3203373,10.84,3698.0,11.33,0.12,2023-01-09 00:46:50.0,null
22590,70-79,1626921,5.51,7403.0,22.69,0.46,2023-01-09 00:46:50.0,null
22589,80 이상,984222,3.33,19463.0,59.66,1.98,2023-01-09 00:46:50.0,null
22588,여성,15838740,53.62,16632.0,50.98,0.11,2023-01-09 00:46:50.0,null
22587,남성,13700966,46.38,15993.0,49.02,0.12,2023-01-09 00:46:50.0,null
22564,0-9,3039711,10.3,37.0,0.11,0,2023-01-08 01:49:16.0,null
22563,10-19,3711833,12.57,20.0,0.06,0,2023-01-08 01:49:16.0,null
22562,20-29,4303047,14.58,78.0,0.24,0,2023-01-08 01:49:16.0,null
22561,30-39,4312160,14.61,149.0,0.46,0,2023-01-08 01:49:16.0,null
22560,40-49,4500969,15.25,442.0,1.36,0.01,2023-01-08 01:49:16.0,null
22559,50-59,3842588,13.02,1333.0,4.09,0.03,2023-01-08 01:49:16.0,null
22558,60-69,3201213,10.84,3696.0,11.34,0.12,2023-01-08 01:49:16.0,null
22557,70-79,1625712,5.51,7398.0,22.70,0.46,2023-01-08 01:49:16.0,null
22556,80 이상,983367,3.33,19437.0,59.64,1.98,2023-01-08 01:49:16.0,null
22555,여성,15828599,53.62,16616.0,50.98,0.1,2023-01-08 01:49:16.0,null
22554,남성,13692001,46.38,15974.0,49.02,0.12,2023-01-08 01:49:16.0,null
22542,0-9,3037341,10,37.0,0.1,0.00,2023-01-07 00:44:58.0,null
22541,10-19,3707524,13,20.0,0.1,0.00,2023-01-07 00:44:58.0,null
22540,20-29,4296891,15,78.0,0.2,0.00,2023-01-07 00:44:58.0,null
22539,30-39,4305678,15,149.0,0.5,0.00,2023-01-07 00:44:58.0,null
22538,40-49,4493914,15,442.0,1.4,0.01,2023-01-07 00:44:58.0,null
22537,50-59,3835256,13,1331.0,4.1,0.03,2023-01-07 00:44:58.0,null
22536,60-69,3194368,11,3695.0,11.4,0.12,2023-01-07 00:44:58.0,null
22535,70-79,1621935,6,7388.0,22.7,0.46,2023-01-07 00:44:58.0,null
22534,80 이상,980927,3,19416.0,59.6,1.98,2023-01-07 00:44:58.0,null
22533,여성,15802574,54,16594.0,51.0,0.11,2023-01-07 00:44:58.0,null
22532,남성,13671260,46,15962.0,49.0,0.12,2023-01-07 00:44:58.0,null
22520,0-9,3034777,10.32,37.0,0.11,0,2023-01-06 06:16:35.0,null
22519,10-19,3702579,12.59,20.0,0.06,0,2023-01-06 06:16:35.0,null
22518,20-29,4289359,14.58,78.0,0.24,0,2023-01-06 06:16:35.0,null
22517,30-39,4297922,14.61,149.0,0.46,0,2023-01-06 06:16:35.0,null
22516,40-49,4485925,15.25,440.0,1.35,0.01,2023-01-06 06:16:35.0,null
22515,50-59,3827226,13.01,1328.0,4.09,0.03,2023-01-06 06:16:35.0,null
22514,60-69,3187102,10.83,3690.0,11.36,0.12,2023-01-06 06:16:35.0,null
22513,70-79,1617584,5.5,7377.0,22.70,0.46,2023-01-06 06:16:35.0,null
22512,80 이상,977752,3.32,19377.0,59.63,1.98,2023-01-06 06:16:35.0,null
22511,여성,15772525,53.61,16562.0,50.97,0.11,2023-01-06 06:16:35.0,null
22510,남성,13647701,46.39,15934.0,49.03,0.12,2023-01-06 06:16:35.0,null
22487,0-9,3031884,10,37.0,0,0.00,2023-01-05 00:58:11.0,null
22486,10-19,3697055,13,20.0,0,0.00,2023-01-05 00:58:11.0,null
22485,20-29,4281084,15,78.0,0,0.00,2023-01-05 00:58:11.0,null
22484,30-39,4289636,15,149.0,0,0.00,2023-01-05 00:58:11.0,null
22483,40-49,4477402,15,439.0,1,0.01,2023-01-05 00:58:11.0,null
22482,50-59,3818607,13,1324.0,4,0.03,2023-01-05 00:58:11.0,null
22481,60-69,3179434,11,3685.0,11,0.12,2023-01-05 00:58:11.0,null
22480,70-79,1613130,5,7358.0,23,0.46,2023-01-05 00:58:11.0,null
22479,80 이상,975040,3,19331.0,60,1.98,2023-01-05 00:58:11.0,null
22478,여성,15740498,54,16534.0,51,0.11,2023-01-05 00:58:11.0,null
22477,남성,13622774,46,15887.0,49,0.12,2023-01-05 00:58:11.0,null
22465,0-9,3028712,10.34,37.0,0.11,0,2023-01-04 01:22:34.0,null
22464,10-19,3690724,12.6,19.0,0.06,0,2023-01-04 01:22:34.0,null
22463,20-29,4271357,14.58,78.0,0.24,0,2023-01-04 01:22:34.0,null
22462,30-39,4279840,14.61,149.0,0.46,0,2023-01-04 01:22:34.0,null
22461,40-49,4467632,15.25,437.0,1.35,0.01,2023-01-04 01:22:34.0,null
22460,50-59,3809149,13,1321.0,4.08,0.03,2023-01-04 01:22:34.0,null
22459,60-69,3171205,10.82,3678.0,11.37,0.12,2023-01-04 01:22:34.0,null
22458,70-79,1608473,5.49,7347.0,22.71,0.46,2023-01-04 01:22:34.0,null
22457,80 이상,972074,3.32,19289.0,59.62,1.98,2023-01-04 01:22:34.0,null
22456,여성,15704548,53.6,16504.0,51.01,0.11,2023-01-04 01:22:34.0,null
22455,남성,13594618,46.4,15851.0,48.99,0.12,2023-01-04 01:22:34.0,null
22443,0-9,3025140,10,37.0,0.1,0.00,2023-01-03 00:30:58.0,null
22442,10-19,3683109,13,19.0,0.1,0.00,2023-01-03 00:30:58.0,null
22441,20-29,4259527,15,77.0,0.2,0.00,2023-01-03 00:30:58.0,null
22440,30-39,4267526,15,148.0,0.5,0.00,2023-01-03 00:30:58.0,null
22439,40-49,4455789,15,436.0,1.4,0.01,2023-01-03 00:30:58.0,null
22438,50-59,3797366,13,1321.0,4.1,0.03,2023-01-03 00:30:58.0,null
22437,60-69,3161268,11,3673.0,11.4,0.12,2023-01-03 00:30:58.0,null
22436,70-79,1602919,5,7339.0,22.7,0.46,2023-01-03 00:30:58.0,null
22435,80 이상,967947,3,19251.0,59.6,1.99,2023-01-03 00:30:58.0,null
22434,여성,15660950,54,16472.0,51.0,0.11,2023-01-03 00:30:58.0,null
22433,남성,13559641,46,15829.0,49.0,0.12,2023-01-03 00:30:58.0,null
22421,0-9,3021408,10.37,37.0,0.11,0,2023-01-02 07:17:47.0,null
22420,10-19,3674985,12.61,19.0,0.06,0,2023-01-02 07:17:47.0,null
22419,20-29,4247654,14.58,77.0,0.24,0,2023-01-02 07:17:47.0,null
22418,30-39,4254158,14.6,148.0,0.46,0,2023-01-02 07:17:47.0,null
22417,40-49,4442399,15.25,436.0,1.35,0.01,2023-01-02 07:17:47.0,null
22416,50-59,3785010,12.99,1319.0,4.09,0.03,2023-01-02 07:17:47.0,null
22415,60-69,3151587,10.82,3672.0,11.38,0.12,2023-01-02 07:17:47.0,null
22414,70-79,1597415,5.48,7329.0,22.71,0.46,2023-01-02 07:17:47.0,null
22413,80 이상,964919,3.31,19235.0,59.60,1.99,2023-01-02 07:17:47.0,null
22412,여성,15616511,53.59,16456.0,50.99,0.11,2023-01-02 07:17:47.0,null
22411,남성,13523024,46.41,15816.0,49.01,0.12,2023-01-02 07:17:47.0,null
22388,0-9,3019873,10.37,37.0,0.11,0,2023-01-01 06:41:28.0,null
22387,10-19,3672523,12.61,19.0,0.06,0,2023-01-01 06:41:28.0,null
22386,20-29,4244538,14.58,77.0,0.24,0,2023-01-01 06:41:28.0,null
22385,30-39,4250506,14.6,148.0,0.46,0,2023-01-01 06:41:28.0,null
22384,40-49,4438594,15.24,436.0,1.35,0.01,2023-01-01 06:41:28.0,null
22383,50-59,3781860,12.99,1317.0,4.09,0.03,2023-01-01 06:41:28.0,null
22382,60-69,3148956,10.81,3667.0,11.38,0.12,2023-01-01 06:41:28.0,null
22381,70-79,1596019,5.48,7319.0,22.72,0.46,2023-01-01 06:41:28.0,null
22380,80 이상,963931,3.31,19199.0,59.59,1.99,2023-01-01 06:41:28.0,null
22379,여성,15604371,53.59,16428.0,50.99,0.11,2023-01-01 06:41:28.0,null
22378,남성,13512429,46.41,15791.0,49.01,0.12,2023-01-01 06:41:28.0,null
22366,0-9,3017034,10.38,37.0,0.12,0,2022-12-31 04:10:36.0,null
22365,10-19,3666477,12.62,19.0,0.06,0,2022-12-31 04:10:36.0,null
22364,20-29,4237039,14.58,77.0,0.24,0,2022-12-31 04:10:36.0,null
22363,30-39,4242102,14.6,148.0,0.46,0,2022-12-31 04:10:36.0,null
22362,40-49,4429830,15.24,435.0,1.35,0.01,2022-12-31 04:10:36.0,null
22361,50-59,3772947,12.98,1314.0,4.09,0.03,2022-12-31 04:10:36.0,null
22360,60-69,3140918,10.81,3662.0,11.39,0.12,2022-12-31 04:10:36.0,null
22359,70-79,1591758,5.48,7306.0,22.72,0.46,2022-12-31 04:10:36.0,null
22358,80 이상,961168,3.31,19158.0,59.58,1.99,2022-12-31 04:10:36.0,null
22357,여성,15572296,53.59,16397.0,50.99,0.11,2022-12-31 04:10:36.0,null
22356,남성,13486977,46.41,15759.0,49.01,0.12,2022-12-31 04:10:36.0,null
22344,0-9,3013724,10.39,37.0,0.12,0,2022-12-30 00:45:20.0,null
22343,10-19,3659613,12.62,19.0,0.06,0,2022-12-30 00:45:20.0,null
22342,20-29,4228535,14.58,77.0,0.24,0,2022-12-30 00:45:20.0,null
22341,30-39,4233165,14.6,148.0,0.46,0,2022-12-30 00:45:20.0,null
22340,40-49,4420534,15.25,435.0,1.36,0.01,2022-12-30 00:45:20.0,null
22339,50-59,3763595,12.98,1312.0,4.09,0.03,2022-12-30 00:45:20.0,null
22338,60-69,3132294,10.8,3661.0,11.41,0.12,2022-12-30 00:45:20.0,null
22337,70-79,1587086,5.47,7291.0,22.72,0.46,2022-12-30 00:45:20.0,null
22336,80 이상,957801,3.3,19115.0,59.56,2,2022-12-30 00:45:20.0,null
22335,여성,15536838,53.58,16364.0,50.99,0.11,2022-12-30 00:45:20.0,null
22334,남성,13459509,46.42,15731.0,49.01,0.12,2022-12-30 00:45:20.0,null
22322,0-9,3010190,10.4,37.0,0.12,0,2022-12-29 01:48:56.0,null
22321,10-19,3652106,12.62,18.0,0.06,0,2022-12-29 01:48:56.0,null
22320,20-29,4219200,14.58,77.0,0.24,0,2022-12-29 01:48:56.0,null
22319,30-39,4223544,14.6,147.0,0.46,0,2022-12-29 01:48:56.0,null
22318,40-49,4410779,15.25,434.0,1.36,0.01,2022-12-29 01:48:56.0,null
22317,50-59,3754146,12.98,1310.0,4.09,0.03,2022-12-29 01:48:56.0,null
22316,60-69,3123842,10.8,3653.0,11.41,0.12,2022-12-29 01:48:56.0,null
22315,70-79,1582517,5.47,7275.0,22.72,0.46,2022-12-29 01:48:56.0,null
22314,80 이상,954816,3.3,19076.0,59.56,2,2022-12-29 01:48:56.0,null
22313,여성,15499865,53.58,16342.0,51.03,0.11,2022-12-29 01:48:56.0,null
22312,남성,13431275,46.42,15685.0,48.97,0.12,2022-12-29 01:48:56.0,null
22300,0-9,3006263,10.42,37.0,0.12,0,2022-12-28 03:43:28.0,null
22299,10-19,3643618,12.63,18.0,0.06,0,2022-12-28 03:43:28.0,null
22298,20-29,4208618,14.58,77.0,0.24,0,2022-12-28 03:43:28.0,null
22297,30-39,4212787,14.6,146.0,0.46,0,2022-12-28 03:43:28.0,null
22296,40-49,4399791,15.25,433.0,1.36,0.01,2022-12-28 03:43:28.0,null
22295,50-59,3743901,12.97,1307.0,4.09,0.03,2022-12-28 03:43:28.0,null
22294,60-69,3115047,10.79,3643.0,11.40,0.12,2022-12-28 03:43:28.0,null
22293,70-79,1577846,5.47,7261.0,22.73,0.46,2022-12-28 03:43:28.0,null
22292,80 이상,951842,3.3,19029.0,59.56,2,2022-12-28 03:43:28.0,null
22291,여성,15459709,53.57,16304.0,51.03,0.11,2022-12-28 03:43:28.0,null
22290,남성,13400004,46.43,15647.0,48.97,0.12,2022-12-28 03:43:28.0,null
22278,0-9,3001655,10.43,37.0,0.12,0,2022-12-27 01:04:54.0,null
22277,10-19,3632827,12.63,18.0,0.06,0,2022-12-27 01:04:54.0,null
22276,20-29,4196212,14.58,77.0,0.24,0,2022-12-27 01:04:54.0,null
22275,30-39,4199519,14.6,145.0,0.45,0,2022-12-27 01:04:54.0,null
22274,40-49,4386635,15.25,431.0,1.35,0.01,2022-12-27 01:04:54.0,null
22273,50-59,3731215,12.97,1304.0,4.09,0.03,2022-12-27 01:04:54.0,null
22272,60-69,3104523,10.79,3639.0,11.41,0.12,2022-12-27 01:04:54.0,null
22271,70-79,1572122,5.46,7245.0,22.72,0.46,2022-12-27 01:04:54.0,null
22270,80 이상,947488,3.29,18986.0,59.55,2,2022-12-27 01:04:54.0,null
22269,여성,15410586,53.56,16271.0,51.04,0.11,2022-12-27 01:04:54.0,null
22268,남성,13361610,46.44,15611.0,48.96,0.12,2022-12-27 01:04:54.0,null
22256,0-9,2996925,10.45,37.0,0.12,0,2022-12-26 00:47:36.0,null
22255,10-19,3621783,12.63,18.0,0.06,0,2022-12-26 00:47:36.0,null
22254,20-29,4184264,14.59,77.0,0.24,0,2022-12-26 00:47:36.0,null
22253,30-39,4185539,14.59,145.0,0.46,0,2022-12-26 00:47:36.0,null
22252,40-49,4372396,15.24,431.0,1.35,0.01,2022-12-26 00:47:36.0,null
22251,50-59,3718247,12.96,1302.0,4.09,0.04,2022-12-26 00:47:36.0,null
22250,60-69,3094510,10.79,3632.0,11.41,0.12,2022-12-26 00:47:36.0,null
22249,70-79,1566520,5.46,7229.0,22.71,0.46,2022-12-26 00:47:36.0,null
22248,80 이상,944416,3.29,18961.0,59.57,2.01,2022-12-26 00:47:36.0,null
22247,여성,15362320,53.56,16254.0,51.06,0.11,2022-12-26 00:47:36.0,null
22246,남성,13322280,46.44,15578.0,48.94,0.12,2022-12-26 00:47:36.0,null
22234,0-9,2995029,10.45,37.0,0.12,0,2022-12-25 06:36:13.0,null
22233,10-19,3618809,12.63,18.0,0.06,0,2022-12-25 06:36:13.0,null
22232,20-29,4180865,14.59,77.0,0.24,0,2022-12-25 06:36:13.0,null
22231,30-39,4181355,14.59,145.0,0.46,0,2022-12-25 06:36:13.0,null
22230,40-49,4368221,15.24,431.0,1.36,0.01,2022-12-25 06:36:13.0,null
22229,50-59,3714614,12.96,1300.0,4.09,0.03,2022-12-25 06:36:13.0,null
22228,60-69,3091700,10.79,3623.0,11.40,0.12,2022-12-25 06:36:13.0,null
22227,70-79,1565077,5.46,7220.0,22.71,0.46,2022-12-25 06:36:13.0,null
22226,80 이상,943385,3.29,18939.0,59.58,2.01,2022-12-25 06:36:13.0,null
22225,여성,15348613,53.56,16236.0,51.07,0.11,2022-12-25 06:36:13.0,null
22224,남성,13310442,46.44,15554.0,48.93,0.12,2022-12-25 06:36:13.0,null
22212,0-9,2991510,10.46,37.0,0.12,0,2022-12-24 01:07:40.0,null
22211,10-19,3612333,12.63,18.0,0.06,0,2022-12-24 01:07:40.0,null
22210,20-29,4173590,14.59,77.0,0.24,0,2022-12-24 01:07:40.0,null
22209,30-39,4172855,14.59,145.0,0.46,0,2022-12-24 01:07:40.0,null
22208,40-49,4358978,15.24,431.0,1.36,0.01,2022-12-24 01:07:40.0,null
22207,50-59,3705498,12.96,1298.0,4.09,0.04,2022-12-24 01:07:40.0,null
22206,60-69,3083783,10.78,3619.0,11.40,0.12,2022-12-24 01:07:40.0,null
22205,70-79,1561246,5.46,7209.0,22.71,0.46,2022-12-24 01:07:40.0,null
22204,80 이상,940814,3.29,18910.0,59.57,2.01,2022-12-24 01:07:40.0,null
22203,여성,15316094,53.55,16210.0,51.06,0.11,2022-12-24 01:07:40.0,null
22202,남성,13284513,46.45,15534.0,48.94,0.12,2022-12-24 01:07:40.0,null
22190,0-9,2987630,10.47,37.0,0.12,0,2022-12-23 03:13:15.0,null
22189,10-19,3604804,12.63,18.0,0.06,0,2022-12-23 03:13:15.0,null
22188,20-29,4164833,14.6,76.0,0.24,0,2022-12-23 03:13:15.0,null
22187,30-39,4163109,14.59,145.0,0.46,0,2022-12-23 03:13:15.0,null
22186,40-49,4348984,15.24,429.0,1.35,0.01,2022-12-23 03:13:15.0,null
22185,50-59,3695575,12.95,1294.0,4.09,0.04,2022-12-23 03:13:15.0,null
22184,60-69,3075002,10.78,3610.0,11.40,0.12,2022-12-23 03:13:15.0,null
22183,70-79,1556848,5.46,7195.0,22.72,0.46,2022-12-23 03:13:15.0,null
22182,80 이상,937773,3.29,18870.0,59.58,2.01,2022-12-23 03:13:15.0,null
22181,여성,15279131,53.55,16179.0,51.08,0.11,2022-12-23 03:13:15.0,null
22180,남성,13255427,46.45,15495.0,48.92,0.12,2022-12-23 03:13:15.0,null
22168,0-9,2983618,10.48,37.0,0.12,0,2022-12-22 01:17:23.0,null
