seq,gubun,confCase,confCaseRate,death,deathRate,criticalRate,createDt,updateDt
10618,0-9,9910,4.9,,0.00,,2021-08-03 14:16:25.282,null
10617,10-19,16146,7.99,,0.00,,2021-08-03 14:16:25.282,null
10616,20-29,34837,17.23,5.0,0.24,0.01,2021-08-03 14:16:25.282,null
10615,30-39,29596,14.64,10.0,0.48,0.03,2021-08-03 14:16:25.282,null
10614,40-49,32189,15.92,17.0,0.81,0.05,2021-08-03 14:16:25.282,null
10613,50-59,36217,17.91,82.0,3.90,0.23,2021-08-03 14:16:25.282,null
10612,60-69,25954,12.84,267.0,12.69,1.03,2021-08-03 14:16:25.282,null
10611,70-79,11134,5.51,596.0,28.33,5.35,2021-08-03 14:16:25.282,null
10610,80 이상,6220,3.08,1127.0,53.56,18.12,2021-08-03 14:16:25.281,null
10609,여성,99101,49.01,1056.0,50.19,1.07,2021-08-03 14:16:25.281,null
10608,남성,103102,50.99,1048.0,49.81,1.02,2021-08-03 14:16:25.281,null
10607,0-9,9811,4.88,,0.00,,2021-08-02 14:27:59.416,null
10606,10-19,16008,7.96,,0.00,,2021-08-02 14:27:59.416,null
10605,20-29,34603,17.22,5.0,0.24,0.01,2021-08-02 14:27:59.416,null
10604,30-39,29411,14.63,10.0,0.48,0.03,2021-08-02 14:27:59.416,null
10603,40-49,31991,15.92,17.0,0.81,0.05,2021-08-02 14:27:59.416,null
10602,50-59,36012,17.92,82.0,3.91,0.23,2021-08-02 14:27:59.416,null
10601,60-69,25853,12.86,265.0,12.63,1.03,2021-08-02 14:27:59.416,null
10600,70-79,11103,5.52,593.0,28.25,5.34,2021-08-02 14:27:59.415,null
10599,80 이상,6210,3.09,1127.0,53.69,18.15,2021-08-02 14:27:59.415,null
10598,여성,98499,49,1054.0,50.21,1.07,2021-08-02 14:27:59.415,null
10597,남성,102503,51,1045.0,49.79,1.02,2021-08-02 14:27:59.415,null
10574,0-9,9727,4.87,,0.00,,2021-08-01 14:01:01.889,null
10573,10-19,15852,7.93,,0.00,,2021-08-01 14:01:01.888,null
10572,20-29,34350,17.19,5.0,0.24,0.01,2021-08-01 14:01:01.888,null
10571,30-39,29231,14.63,10.0,0.48,0.03,2021-08-01 14:01:01.888,null
10570,40-49,31772,15.9,17.0,0.81,0.05,2021-08-01 14:01:01.877,null
10569,50-59,35817,17.93,82.0,3.91,0.23,2021-08-01 14:01:01.868,null
10568,60-69,25775,12.9,264.0,12.58,1.02,2021-08-01 14:01:01.868,null
10567,70-79,11072,5.54,593.0,28.27,5.36,2021-08-01 14:01:01.867,null
10566,80 이상,6191,3.1,1127.0,53.72,18.2,2021-08-01 14:01:01.865,null
10565,여성,97875,48.99,1053.0,50.19,1.08,2021-08-01 14:01:01.863,null
10564,남성,101912,51.01,1045.0,49.81,1.03,2021-08-01 14:01:01.861,null
10541,0-9,9633,4.86,,0.00,,2021-07-31 14:13:32.198,null
10540,10-19,15678,7.9,,0.00,,2021-07-31 14:13:32.198,null
10539,20-29,34037,17.16,5.0,0.24,0.01,2021-07-31 14:13:32.198,null
10538,30-39,29018,14.63,10.0,0.48,0.03,2021-07-31 14:13:32.198,null
10537,40-49,31534,15.9,17.0,0.81,0.05,2021-07-31 14:13:32.198,null
10536,50-59,35572,17.93,81.0,3.87,0.23,2021-07-31 14:13:32.198,null
10535,60-69,25660,12.94,262.0,12.51,1.02,2021-07-31 14:13:32.197,null
10534,70-79,11036,5.56,593.0,28.31,5.37,2021-07-31 14:13:32.197,null
10533,80 이상,6177,3.11,1127.0,53.79,18.25,2021-07-31 14:13:32.197,null
10532,여성,97164,48.99,1052.0,50.21,1.08,2021-07-31 14:13:32.197,null
10531,남성,101181,51.01,1043.0,49.79,1.03,2021-07-31 14:13:32.197,null
10519,0-9,9536,4.85,,0.00,,2021-07-30 14:18:31.609,null
10518,10-19,15500,7.88,,0.00,,2021-07-30 14:18:31.609,null
10517,20-29,33689,17.12,4.0,0.19,0.01,2021-07-30 14:18:31.609,null
10516,30-39,28776,14.62,10.0,0.48,0.03,2021-07-30 14:18:31.608,null
10515,40-49,31270,15.89,17.0,0.81,0.05,2021-07-30 14:18:31.608,null
10514,50-59,35333,17.95,81.0,3.88,0.23,2021-07-30 14:18:31.608,null
10513,60-69,25528,12.97,260.0,12.45,1.02,2021-07-30 14:18:31.608,null
10512,70-79,11008,5.59,592.0,28.34,5.38,2021-07-30 14:18:31.608,null
10511,80 이상,6166,3.13,1125.0,53.85,18.25,2021-07-30 14:18:31.608,null
10510,여성,96423,48.99,1050.0,50.26,1.09,2021-07-30 14:18:31.607,null
10509,남성,100383,51.01,1039.0,49.74,1.04,2021-07-30 14:18:31.607,null
10497,0-9,9436,4.84,,0.00,,2021-07-29 14:15:40.599,null
10496,10-19,15318,7.85,,0.00,,2021-07-29 14:15:40.599,null
10495,20-29,33336,17.09,4.0,0.19,0.01,2021-07-29 14:15:40.599,null
10494,30-39,28506,14.61,10.0,0.48,0.04,2021-07-29 14:15:40.598,null
10493,40-49,30963,15.87,17.0,0.82,0.05,2021-07-29 14:15:40.598,null
10492,50-59,35027,17.95,81.0,3.88,0.23,2021-07-29 14:15:40.598,null
10491,60-69,25408,13.02,259.0,12.42,1.02,2021-07-29 14:15:40.598,null
10490,70-79,10959,5.62,591.0,28.35,5.39,2021-07-29 14:15:40.598,null
10489,80 이상,6146,3.15,1123.0,53.86,18.27,2021-07-29 14:15:40.598,null
10488,여성,95610,49.01,1049.0,50.31,1.1,2021-07-29 14:15:40.598,null
10487,남성,99489,50.99,1036.0,49.69,1.04,2021-07-29 14:15:40.597,null
10486,0-9,9312,4.81,,0.00,,2021-07-28 14:14:50.523,null
10485,10-19,15133,7.82,,0.00,,2021-07-28 14:14:50.523,null
10484,20-29,32938,17.03,4.0,0.19,0.01,2021-07-28 14:14:50.523,null
10483,30-39,28265,14.61,10.0,0.48,0.04,2021-07-28 14:14:50.522,null
10482,40-49,30667,15.85,16.0,0.77,0.05,2021-07-28 14:14:50.522,null
10481,50-59,34763,17.97,81.0,3.89,0.23,2021-07-28 14:14:50.522,null
10480,60-69,25294,13.08,258.0,12.39,1.02,2021-07-28 14:14:50.522,null
10479,70-79,10923,5.65,591.0,28.37,5.41,2021-07-28 14:14:50.522,null
10478,80 이상,6132,3.17,1123.0,53.91,18.31,2021-07-28 14:14:50.522,null
10477,여성,94781,49,1049.0,50.36,1.11,2021-07-28 14:14:50.521,null
10476,남성,98646,51,1034.0,49.64,1.05,2021-07-28 14:14:50.521,null
10453,0-9,9185,4.8,,0.00,,2021-07-27 14:16:00.993,null
10452,10-19,14917,7.79,,0.00,,2021-07-27 14:16:00.993,null
10451,20-29,32543,16.99,3.0,0.14,0.01,2021-07-27 14:16:00.993,null
10450,30-39,27960,14.6,9.0,0.43,0.03,2021-07-27 14:16:00.993,null
10449,40-49,30341,15.84,16.0,0.77,0.05,2021-07-27 14:16:00.992,null
10448,50-59,34430,17.98,80.0,3.85,0.23,2021-07-27 14:16:00.991,null
10447,60-69,25160,13.14,257.0,12.36,1.02,2021-07-27 14:16:00.991,null
10446,70-79,10882,5.68,591.0,28.43,5.43,2021-07-27 14:16:00.991,null
10445,80 이상,6113,3.19,1123.0,54.02,18.37,2021-07-27 14:16:00.991,null
10444,여성,93836,48.99,1046.0,50.31,1.11,2021-07-27 14:16:00.991,null
10443,남성,97695,51.01,1033.0,49.69,1.06,2021-07-27 14:16:00.99,null
10431,0-9,9078,4.77,,0.00,,2021-07-26 14:18:24.997,null
10430,10-19,14766,7.76,,0.00,,2021-07-26 14:18:24.997,null
10429,20-29,32218,16.94,3.0,0.14,0.01,2021-07-26 14:18:24.996,null
10428,30-39,27756,14.6,8.0,0.39,0.03,2021-07-26 14:18:24.996,null
10427,40-49,30101,15.83,16.0,0.77,0.05,2021-07-26 14:18:24.996,null
10426,50-59,34213,17.99,80.0,3.85,0.23,2021-07-26 14:18:24.996,null
10425,60-69,25064,13.18,257.0,12.37,1.03,2021-07-26 14:18:24.996,null
10424,70-79,10864,5.71,591.0,28.45,5.44,2021-07-26 14:18:24.996,null
10423,80 이상,6106,3.21,1122.0,54.02,18.38,2021-07-26 14:18:24.996,null
10422,여성,93214,49.02,1045.0,50.31,1.12,2021-07-26 14:18:24.995,null
10421,남성,96952,50.98,1032.0,49.69,1.06,2021-07-26 14:18:24.995,null
10420,0-9,8915,4.76,,0.00,,2021-07-24 14:19:04.902,null
10419,10-19,14406,7.69,,0.00,,2021-07-24 14:19:04.901,null
10418,20-29,31613,16.87,3.0,0.15,0.01,2021-07-24 14:19:04.901,null
10417,30-39,27273,14.56,8.0,0.39,0.03,2021-07-24 14:19:04.901,null
10416,40-49,29640,15.82,16.0,0.77,0.05,2021-07-24 14:19:04.901,null
10415,50-59,33778,18.03,79.0,3.82,0.23,2021-07-24 14:19:04.901,null
10414,60-69,24848,13.26,254.0,12.28,1.02,2021-07-24 14:19:04.901,null
10413,70-79,10802,5.77,589.0,28.48,5.45,2021-07-24 14:19:04.901,null
10412,80 이상,6087,3.25,1119.0,54.11,18.38,2021-07-24 14:19:04.9,null
10411,여성,91921,49.06,1040.0,50.29,1.13,2021-07-24 14:19:04.9,null
10410,남성,95441,50.94,1028.0,49.71,1.08,2021-07-24 14:19:04.9,null
10387,0-9,8811,4.74,,0.00,,2021-07-23 14:17:32.201,null
10386,10-19,14246,7.67,,0.00,,2021-07-23 14:17:32.201,null
10385,20-29,31215,16.81,3.0,0.15,0.01,2021-07-23 14:17:32.201,null
10384,30-39,27030,14.55,8.0,0.39,0.03,2021-07-23 14:17:32.201,null
10383,40-49,29367,15.81,16.0,0.77,0.05,2021-07-23 14:17:32.201,null
10382,50-59,33495,18.03,79.0,3.82,0.24,2021-07-23 14:17:32.2,null
10381,60-69,24737,13.32,252.0,12.20,1.02,2021-07-23 14:17:32.2,null
10380,70-79,10760,5.79,589.0,28.51,5.47,2021-07-23 14:17:32.2,null
10379,80 이상,6072,3.27,1119.0,54.16,18.43,2021-07-23 14:17:32.2,null
10378,여성,91159,49.08,1040.0,50.34,1.14,2021-07-23 14:17:32.2,null
10377,남성,94574,50.92,1026.0,49.66,1.08,2021-07-23 14:17:32.2,null
10365,0-9,8700,4.73,,0.00,,2021-07-22 14:17:49.467,null
10364,10-19,14082,7.65,,0.00,,2021-07-22 14:17:49.466,null
10363,20-29,30838,16.75,3.0,0.15,0.01,2021-07-22 14:17:49.466,null
10362,30-39,26743,14.53,8.0,0.39,0.03,2021-07-22 14:17:49.466,null
10361,40-49,29097,15.8,16.0,0.78,0.05,2021-07-22 14:17:49.466,null
10360,50-59,33236,18.05,77.0,3.73,0.23,2021-07-22 14:17:49.466,null
10359,60-69,24619,13.37,251.0,12.17,1.02,2021-07-22 14:17:49.466,null
10358,70-79,10728,5.83,589.0,28.55,5.49,2021-07-22 14:17:49.466,null
10357,80 이상,6060,3.29,1119.0,54.24,18.47,2021-07-22 14:17:49.465,null
10356,여성,90401,49.1,1039.0,50.36,1.15,2021-07-22 14:17:49.465,null
10355,남성,93702,50.9,1024.0,49.64,1.09,2021-07-22 14:17:49.465,null
10321,0-9,8458,4.69,,0.00,,2021-07-20 14:21:20.426,null
10320,10-19,13693,7.59,,0.00,,2021-07-20 14:21:20.425,null
10319,20-29,29932,16.58,3.0,0.15,0.01,2021-07-20 14:21:20.425,null
10318,30-39,26147,14.49,8.0,0.39,0.03,2021-07-20 14:21:20.425,null
10317,40-49,28446,15.76,16.0,0.78,0.06,2021-07-20 14:21:20.425,null
10316,50-59,32665,18.1,77.0,3.74,0.24,2021-07-20 14:21:20.425,null
10315,60-69,24428,13.53,251.0,12.19,1.03,2021-07-20 14:21:20.425,null
10314,70-79,10671,5.91,589.0,28.61,5.52,2021-07-20 14:21:20.425,null
10313,80 이상,6041,3.35,1115.0,54.15,18.46,2021-07-20 14:21:20.424,null
10312,여성,88786,49.19,1036.0,50.32,1.17,2021-07-20 14:21:20.424,null
10311,남성,91695,50.81,1023.0,49.68,1.12,2021-07-20 14:21:20.424,null
10299,0-9,8362,4.67,,0.00,,2021-07-19 14:36:06.828,null
10298,10-19,13563,7.57,,0.00,,2021-07-19 14:36:06.827,null
10297,20-29,29662,16.55,3.0,0.15,0.01,2021-07-19 14:36:06.827,null
10296,30-39,25939,14.47,8.0,0.39,0.03,2021-07-19 14:36:06.827,null
10295,40-49,28203,15.74,16.0,0.78,0.06,2021-07-19 14:36:06.827,null
10294,50-59,32447,18.11,76.0,3.69,0.23,2021-07-19 14:36:06.827,null
10293,60-69,24344,13.58,251.0,12.20,1.03,2021-07-19 14:36:06.827,null
10292,70-79,10650,5.94,589.0,28.62,5.53,2021-07-19 14:36:06.827,null
10291,80 이상,6033,3.37,1115.0,54.18,18.48,2021-07-19 14:36:06.826,null
10290,여성,88167,49.2,1036.0,50.34,1.18,2021-07-19 14:36:06.826,null
10289,남성,91036,50.8,1022.0,49.66,1.12,2021-07-19 14:36:06.826,null
10277,0-9,8241,4.63,,0.00,,2021-07-18 14:24:03.273,null
10276,10-19,13431,7.55,,0.00,,2021-07-18 14:24:03.273,null
10275,20-29,29374,16.51,3.0,0.15,0.01,2021-07-18 14:24:03.273,null
10274,30-39,25741,14.47,8.0,0.39,0.03,2021-07-18 14:24:03.273,null
10273,40-49,28000,15.73,16.0,0.78,0.06,2021-07-18 14:24:03.273,null
10272,50-59,32242,18.12,76.0,3.69,0.24,2021-07-18 14:24:03.272,null
10271,60-69,24269,13.64,251.0,12.20,1.03,2021-07-18 14:24:03.272,null
10270,70-79,10629,5.97,588.0,28.59,5.53,2021-07-18 14:24:03.272,null
10269,80 이상,6024,3.39,1115.0,54.21,18.51,2021-07-18 14:24:03.272,null
10268,여성,87584,49.22,1036.0,50.36,1.18,2021-07-18 14:24:03.272,null
10267,남성,90367,50.78,1021.0,49.64,1.13,2021-07-18 14:24:03.271,null
10255,0-9,8154,4.62,,0.00,,2021-07-17 14:54:32.131,null
10254,10-19,13286,7.53,,0.00,,2021-07-17 14:54:32.13,null
10253,20-29,29022,16.44,3.0,0.15,0.01,2021-07-17 14:54:32.13,null
10252,30-39,25503,14.45,8.0,0.39,0.03,2021-07-17 14:54:32.13,null
10251,40-49,27754,15.72,16.0,0.78,0.06,2021-07-17 14:54:32.13,null
10250,50-59,31986,18.12,76.0,3.70,0.24,2021-07-17 14:54:32.13,null
10249,60-69,24177,13.7,251.0,12.21,1.04,2021-07-17 14:54:32.13,null
10248,70-79,10600,6.01,587.0,28.56,5.54,2021-07-17 14:54:32.13,null
10247,80 이상,6018,3.41,1114.0,54.21,18.51,2021-07-17 14:54:32.129,null
10246,여성,86926,49.25,1036.0,50.41,1.19,2021-07-17 14:54:32.129,null
10245,남성,89574,50.75,1019.0,49.59,1.14,2021-07-17 14:54:32.129,null
10233,0-9,8077,4.61,,0.00,,2021-07-16 14:16:51.983,null
10232,10-19,13149,7.51,,0.00,,2021-07-16 14:16:51.983,null
10231,20-29,28645,16.36,3.0,0.15,0.01,2021-07-16 14:16:51.983,null
10230,30-39,25285,14.44,8.0,0.39,0.03,2021-07-16 14:16:51.983,null
10229,40-49,27509,15.72,16.0,0.78,0.06,2021-07-16 14:16:51.982,null
10228,50-59,31725,18.12,75.0,3.66,0.24,2021-07-16 14:16:51.982,null
10227,60-69,24074,13.75,251.0,12.24,1.04,2021-07-16 14:16:51.982,null
10226,70-79,10575,6.04,584.0,28.47,5.52,2021-07-16 14:16:51.982,null
10225,80 이상,6007,3.43,1114.0,54.31,18.55,2021-07-16 14:16:51.982,null
10224,여성,86250,49.27,1035.0,50.46,1.2,2021-07-16 14:16:51.982,null
10223,남성,88796,50.73,1016.0,49.54,1.14,2021-07-16 14:16:51.982,null
10211,0-9,7996,4.61,,0.00,,2021-07-15 14:15:23.532,null
10210,10-19,13015,7.5,,0.00,,2021-07-15 14:15:23.532,null
10209,20-29,28265,16.29,3.0,0.15,0.01,2021-07-15 14:15:23.532,null
10208,30-39,24986,14.4,8.0,0.39,0.03,2021-07-15 14:15:23.532,null
10207,40-49,27241,15.7,15.0,0.73,0.06,2021-07-15 14:15:23.532,null
10206,50-59,31483,18.14,75.0,3.66,0.24,2021-07-15 14:15:23.532,null
10205,60-69,23965,13.81,251.0,12.24,1.05,2021-07-15 14:15:23.532,null
10204,70-79,10561,6.09,584.0,28.49,5.53,2021-07-15 14:15:23.531,null
10203,80 이상,5999,3.46,1114.0,54.34,18.57,2021-07-15 14:15:23.531,null
10202,여성,85545,49.3,1034.0,50.44,1.21,2021-07-15 14:15:23.531,null
10201,남성,87966,50.7,1016.0,49.56,1.15,2021-07-15 14:15:23.531,null
10189,0-9,7893,4.59,,0.00,,2021-07-14 14:17:05.669,null
10188,10-19,12860,7.48,,0.00,,2021-07-14 14:17:05.669,null
10187,20-29,27877,16.22,3.0,0.15,0.01,2021-07-14 14:17:05.669,null
10186,30-39,24683,14.36,8.0,0.39,0.03,2021-07-14 14:17:05.669,null
10185,40-49,26949,15.68,15.0,0.73,0.06,2021-07-14 14:17:05.669,null
10184,50-59,31244,18.17,74.0,3.61,0.24,2021-07-14 14:17:05.668,null
10183,60-69,23876,13.89,250.0,12.21,1.05,2021-07-14 14:17:05.668,null
10182,70-79,10542,6.13,584.0,28.52,5.54,2021-07-14 14:17:05.668,null
10181,80 이상,5987,3.48,1114.0,54.39,18.61,2021-07-14 14:17:05.668,null
10180,여성,84814,49.34,1033.0,50.44,1.22,2021-07-14 14:17:05.668,null
10179,남성,87097,50.66,1015.0,49.56,1.17,2021-07-14 14:17:05.668,null
10167,0-9,7815,4.59,,0.00,,2021-07-13 14:24:05.507,null
10166,10-19,12681,7.45,,0.00,,2021-07-13 14:24:05.507,null
10165,20-29,27450,16.12,3.0,0.15,0.01,2021-07-13 14:24:05.507,null
10164,30-39,24376,14.31,8.0,0.39,0.03,2021-07-13 14:24:05.507,null
10163,40-49,26670,15.66,15.0,0.73,0.06,2021-07-13 14:24:05.507,null
10162,50-59,31001,18.2,74.0,3.62,0.24,2021-07-13 14:24:05.507,null
10161,60-69,23802,13.98,249.0,12.17,1.05,2021-07-13 14:24:05.506,null
10160,70-79,10521,6.18,584.0,28.54,5.55,2021-07-13 14:24:05.506,null
10159,80 이상,5980,3.51,1113.0,54.40,18.61,2021-07-13 14:24:05.506,null
10158,여성,84089,49.38,1032.0,50.44,1.23,2021-07-13 14:24:05.506,null
10157,남성,86207,50.62,1014.0,49.56,1.18,2021-07-13 14:24:05.506,null
10145,0-9,7728,4.57,,0.00,,2021-07-12 14:25:09.787,null
10144,10-19,12576,7.43,,0.00,,2021-07-12 14:25:09.787,null
10143,20-29,27157,16.06,3.0,0.15,0.01,2021-07-12 14:25:09.786,null
10142,30-39,24167,14.29,8.0,0.39,0.03,2021-07-12 14:25:09.786,null
10141,40-49,26464,15.65,15.0,0.73,0.06,2021-07-12 14:25:09.786,null
10140,50-59,30827,18.23,73.0,3.57,0.24,2021-07-12 14:25:09.786,null
10139,60-69,23744,14.04,249.0,12.18,1.05,2021-07-12 14:25:09.786,null
10138,70-79,10506,6.21,584.0,28.57,5.56,2021-07-12 14:25:09.786,null
10137,80 이상,5977,3.53,1112.0,54.40,18.6,2021-07-12 14:25:09.786,null
10136,여성,83559,49.4,1031.0,50.44,1.23,2021-07-12 14:25:09.785,null
10135,남성,85587,50.6,1013.0,49.56,1.18,2021-07-12 14:25:09.785,null
10090,0-9,7553,4.57,,0.00,,2021-07-09 14:31:24.181,null
10089,10-19,12193,7.37,,0.00,,2021-07-09 14:31:24.181,null
10088,20-29,26239,15.87,3.0,0.15,0.01,2021-07-09 14:31:24.181,null
10087,30-39,23525,14.23,8.0,0.39,0.03,2021-07-09 14:31:24.181,null
10086,40-49,25784,15.59,15.0,0.74,0.06,2021-07-09 14:31:24.181,null
10085,50-59,30123,18.22,73.0,3.59,0.24,2021-07-09 14:31:24.181,null
10084,60-69,23547,14.24,245.0,12.03,1.04,2021-07-09 14:31:24.181,null
10083,70-79,10437,6.31,583.0,28.63,5.59,2021-07-09 14:31:24.18,null
10082,80 이상,5943,3.59,1109.0,54.47,18.66,2021-07-09 14:31:24.18,null
10081,여성,81789,49.47,1029.0,50.54,1.26,2021-07-09 14:31:24.18,null
10080,남성,83555,50.53,1007.0,49.46,1.21,2021-07-09 14:31:24.18,null
10057,0-9,7487,4.56,,0.00,,2021-07-08 14:44:56.8,null
10056,10-19,12060,7.35,,0.00,,2021-07-08 14:44:56.8,null
10055,20-29,25916,15.8,3.0,0.15,0.01,2021-07-08 14:44:56.8,null
10054,30-39,23287,14.2,8.0,0.39,0.03,2021-07-08 14:44:56.8,null
10053,40-49,25549,15.58,15.0,0.74,0.06,2021-07-08 14:44:56.8,null
10052,50-59,29901,18.23,73.0,3.59,0.24,2021-07-08 14:44:56.8,null
10051,60-69,23470,14.31,245.0,12.05,1.04,2021-07-08 14:44:56.8,null
10050,70-79,10422,6.35,583.0,28.66,5.59,2021-07-08 14:44:56.799,null
10049,80 이상,5936,3.62,1107.0,54.42,18.65,2021-07-08 14:44:56.799,null
10048,여성,81168,49.48,1028.0,50.54,1.27,2021-07-08 14:44:56.799,null
10047,남성,82860,50.52,1006.0,49.46,1.21,2021-07-08 14:44:56.799,null
10035,0-9,7430,4.57,,0.00,,2021-07-07 14:26:59.478,null
10034,10-19,11941,7.34,,0.00,,2021-07-07 14:26:59.478,null
10033,20-29,25564,15.71,3.0,0.15,0.01,2021-07-07 14:26:59.478,null
10032,30-39,23060,14.17,8.0,0.39,0.03,2021-07-07 14:26:59.478,null
10031,40-49,25330,15.56,15.0,0.74,0.06,2021-07-07 14:26:59.477,null
10030,50-59,29687,18.24,73.0,3.59,0.25,2021-07-07 14:26:59.477,null
10029,60-69,23408,14.38,245.0,12.05,1.05,2021-07-07 14:26:59.477,null
10028,70-79,10401,6.39,582.0,28.63,5.6,2021-07-07 14:26:59.477,null
10027,80 이상,5932,3.64,1107.0,54.45,18.66,2021-07-07 14:26:59.477,null
10026,여성,80590,49.52,1027.0,50.52,1.27,2021-07-07 14:26:59.477,null
10025,남성,82163,50.48,1006.0,49.48,1.22,2021-07-07 14:26:59.477,null
10013,0-9,7397,4.58,,0.00,,2021-07-06 14:25:49.637,null
10012,10-19,11820,7.32,,0.00,,2021-07-06 14:25:49.637,null
10011,20-29,25229,15.62,3.0,0.15,0.01,2021-07-06 14:25:49.637,null
10010,30-39,22846,14.14,8.0,0.39,0.04,2021-07-06 14:25:49.637,null
10009,40-49,25103,15.54,15.0,0.74,0.06,2021-07-06 14:25:49.636,null
10008,50-59,29493,18.26,73.0,3.59,0.25,2021-07-06 14:25:49.636,null
10007,60-69,23346,14.45,244.0,12.01,1.05,2021-07-06 14:25:49.636,null
10006,70-79,10381,6.43,582.0,28.64,5.61,2021-07-06 14:25:49.636,null
10005,80 이상,5926,3.67,1107.0,54.48,18.68,2021-07-06 14:25:49.636,null
10004,여성,80007,49.53,1026.0,50.49,1.28,2021-07-06 14:25:49.636,null
10003,남성,81534,50.47,1006.0,49.51,1.23,2021-07-06 14:25:49.635,null
9991,0-9,7355,4.57,,0.00,,2021-07-05 14:30:01.288,null
9990,10-19,11746,7.3,,0.00,,2021-07-05 14:30:01.288,null
9989,20-29,25058,15.58,3.0,0.15,0.01,2021-07-05 14:30:01.288,null
9988,30-39,22718,14.13,8.0,0.39,0.04,2021-07-05 14:30:01.288,null
9987,40-49,24955,15.52,15.0,0.74,0.06,2021-07-05 14:30:01.288,null
9986,50-59,29369,18.26,73.0,3.60,0.25,2021-07-05 14:30:01.288,null
9985,60-69,23308,14.5,243.0,11.98,1.04,2021-07-05 14:30:01.288,null
9984,70-79,10367,6.45,581.0,28.65,5.6,2021-07-05 14:30:01.287,null
9983,80 이상,5919,3.68,1105.0,54.49,18.67,2021-07-05 14:30:01.287,null
9982,여성,79647,49.53,1024.0,50.49,1.29,2021-07-05 14:30:01.287,null
9981,남성,81148,50.47,1004.0,49.51,1.24,2021-07-05 14:30:01.287,null
9969,0-9,7312,4.57,,0.00,,2021-07-04 14:39:44.527,null
9968,10-19,11674,7.29,,0.00,,2021-07-04 14:39:44.527,null
9967,20-29,24899,15.55,3.0,0.15,0.01,2021-07-04 14:39:44.526,null
9966,30-39,22589,14.11,8.0,0.39,0.04,2021-07-04 14:39:44.526,null
9965,40-49,24822,15.51,15.0,0.74,0.06,2021-07-04 14:39:44.526,null
9964,50-59,29240,18.27,73.0,3.60,0.25,2021-07-04 14:39:44.526,null
9963,60-69,23275,14.54,243.0,11.99,1.04,2021-07-04 14:39:44.526,null
9962,70-79,10363,6.47,581.0,28.68,5.61,2021-07-04 14:39:44.526,null
9961,80 이상,5910,3.69,1103.0,54.44,18.66,2021-07-04 14:39:44.526,null
9960,여성,79296,49.53,1022.0,50.44,1.29,2021-07-04 14:39:44.525,null
9959,남성,80788,50.47,1004.0,49.56,1.24,2021-07-04 14:39:44.525,null
9947,0-9,7285,4.57,,0.00,,2021-07-03 14:21:39.236,null
9946,10-19,11595,7.28,,0.00,,2021-07-03 14:21:39.236,null
9945,20-29,24728,15.52,3.0,0.15,0.01,2021-07-03 14:21:39.236,null
9944,30-39,22478,14.11,8.0,0.40,0.04,2021-07-03 14:21:39.235,null
9943,40-49,24664,15.48,15.0,0.74,0.06,2021-07-03 14:21:39.235,null
9942,50-59,29118,18.27,73.0,3.60,0.25,2021-07-03 14:21:39.235,null
9941,60-69,23218,14.57,243.0,12.00,1.05,2021-07-03 14:21:39.235,null
9940,70-79,10353,6.5,580.0,28.64,5.6,2021-07-03 14:21:39.235,null
9939,80 이상,5903,3.7,1103.0,54.47,18.69,2021-07-03 14:21:39.235,null
9938,여성,78956,49.55,1021.0,50.42,1.29,2021-07-03 14:21:39.235,null
9937,남성,80386,50.45,1004.0,49.58,1.25,2021-07-03 14:21:39.234,null
9925,0-9,7237,4.56,,0.00,,2021-07-02 14:16:58.763,null
9924,10-19,11496,7.25,,0.00,,2021-07-02 14:16:58.763,null
9923,20-29,24518,15.46,3.0,0.15,0.01,2021-07-02 14:16:58.763,null
9922,30-39,22340,14.09,8.0,0.40,0.04,2021-07-02 14:16:58.763,null
9921,40-49,24521,15.47,15.0,0.74,0.06,2021-07-02 14:16:58.762,null
9920,50-59,29018,18.3,73.0,3.61,0.25,2021-07-02 14:16:58.762,null
9919,60-69,23172,14.62,243.0,12.01,1.05,2021-07-02 14:16:58.762,null
9918,70-79,10344,6.52,580.0,28.66,5.61,2021-07-02 14:16:58.762,null
9917,80 이상,5903,3.72,1102.0,54.45,18.67,2021-07-02 14:16:58.762,null
9916,여성,78575,49.56,1020.0,50.40,1.3,2021-07-02 14:16:58.762,null
9915,남성,79974,50.44,1004.0,49.60,1.26,2021-07-02 14:16:58.761,null
9903,0-9,7189,4.56,,0.00,,2021-07-01 14:33:47.368,null
9902,10-19,11422,7.24,,0.00,,2021-07-01 14:33:47.368,null
9901,20-29,24314,15.42,3.0,0.15,0.01,2021-07-01 14:33:47.368,null
9900,30-39,22204,14.08,8.0,0.40,0.04,2021-07-01 14:33:47.368,null
9899,40-49,24363,15.45,15.0,0.74,0.06,2021-07-01 14:33:47.367,null
9898,50-59,28874,18.31,73.0,3.61,0.25,2021-07-01 14:33:47.367,null
9897,60-69,23120,14.66,243.0,12.02,1.05,2021-07-01 14:33:47.367,null
9896,70-79,10336,6.55,578.0,28.60,5.59,2021-07-01 14:33:47.367,null
9895,80 이상,5901,3.74,1101.0,54.48,18.66,2021-07-01 14:33:47.367,null
9894,여성,78197,49.58,1018.0,50.37,1.3,2021-07-01 14:33:47.367,null
9893,남성,79526,50.42,1003.0,49.63,1.26,2021-07-01 14:33:47.366,null
9881,0-9,7154,4.56,,0.00,,2021-06-30 14:21:22.35,null
9880,10-19,11344,7.23,,0.00,,2021-06-30 14:21:22.35,null
