train_loss_step,acc_step,epoch,step,train_loss_epoch,acc_epoch
0.9322257041931152,0.65625,0,49,,
0.9168149828910828,0.65625,0,99,,
1.4078081846237183,0.46875,0,149,,
0.9301670789718628,0.65625,0,199,,
1.252536416053772,0.53125,0,249,,
1.5428670644760132,0.4375,0,299,,
0.8653871417045593,0.6875,0,349,,
0.8802086114883423,0.65625,0,399,,
1.5100916624069214,0.53125,0,449,,
1.0940309762954712,0.65625,0,499,,
1.371212363243103,0.53125,0,549,,
0.8484413623809814,0.65625,0,599,,
1.5987849235534668,0.53125,0,649,,
0.8238384127616882,0.65625,0,699,,
1.1005116701126099,0.625,0,749,,
0.982980489730835,0.65625,0,799,,
1.557752013206482,0.5,0,849,,
0.8242462873458862,0.6875,0,899,,
0.6679999232292175,0.75,0,949,,
0.873218834400177,0.65625,0,999,,
1.207852840423584,0.625,0,1049,,
1.075287938117981,0.65625,0,1099,,
1.025270938873291,0.59375,0,1149,,
1.4064395427703857,0.53125,0,1199,,
0.8883950114250183,0.65625,0,1249,,
1.0227482318878174,0.5625,0,1299,,
0.9780787229537964,0.75,0,1349,,
0.6569392085075378,0.75,0,1399,,
1.5059080123901367,0.5625,0,1449,,
0.7052943110466003,0.75,0,1499,,
0.9561495780944824,0.65625,0,1549,,
0.9997962117195129,0.59375,0,1599,,
0.8772763609886169,0.65625,0,1649,,
1.0415699481964111,0.59375,0,1699,,
0.8158928751945496,0.6875,0,1749,,
0.9936399459838867,0.59375,0,1799,,
0.8879507184028625,0.59375,0,1849,,
,,0,1874,1.0253502130508423,0.6302000284194946
0.895835280418396,0.625,1,1899,,
0.6937748193740845,0.78125,1,1949,,
0.984721302986145,0.625,1,1999,,
0.874951958656311,0.65625,1,2049,,
0.9083725214004517,0.6875,1,2099,,
1.7226228713989258,0.40625,1,2149,,
0.9224185347557068,0.65625,1,2199,,
1.3255897760391235,0.59375,1,2249,,
0.7886845469474792,0.6875,1,2299,,
1.0950251817703247,0.625,1,2349,,
1.129722237586975,0.625,1,2399,,
0.7637436985969543,0.71875,1,2449,,
1.114497423171997,0.53125,1,2499,,
0.8521389961242676,0.6875,1,2549,,
1.340922236442566,0.4375,1,2599,,
1.2212685346603394,0.625,1,2649,,
1.6488430500030518,0.4375,1,2699,,
1.055443286895752,0.59375,1,2749,,
1.1961948871612549,0.53125,1,2799,,
0.8156967759132385,0.75,1,2849,,
0.981159508228302,0.625,1,2899,,
0.6774431467056274,0.71875,1,2949,,
0.7982034087181091,0.71875,1,2999,,
1.3419851064682007,0.4375,1,3049,,
1.2236647605895996,0.71875,1,3099,,
0.6225664615631104,0.75,1,3149,,
1.2277369499206543,0.46875,1,3199,,
0.8608312010765076,0.6875,1,3249,,
1.1207479238510132,0.625,1,3299,,
0.5702459216117859,0.78125,1,3349,,
0.9386672973632812,0.625,1,3399,,
1.5970748662948608,0.53125,1,3449,,
1.279056429862976,0.65625,1,3499,,
1.0464955568313599,0.59375,1,3549,,
1.2136633396148682,0.59375,1,3599,,
0.8072023391723633,0.65625,1,3649,,
0.9428191781044006,0.65625,1,3699,,
0.7989283800125122,0.65625,1,3749,,
,,1,3749,1.005713701248169,0.6349666714668274
0.9771239161491394,0.625,2,3799,,
0.7932723760604858,0.6875,2,3849,,
1.1301552057266235,0.53125,2,3899,,
0.8020949959754944,0.65625,2,3949,,
1.3026124238967896,0.5625,2,3999,,
1.3431613445281982,0.4375,2,4049,,
0.9381489157676697,0.65625,2,4099,,
0.876118540763855,0.6875,2,4149,,
1.7234888076782227,0.53125,2,4199,,
1.209412693977356,0.65625,2,4249,,
1.2867755889892578,0.5,2,4299,,
0.9665545225143433,0.625,2,4349,,
1.662914514541626,0.53125,2,4399,,
0.8987135291099548,0.65625,2,4449,,
1.1661545038223267,0.6875,2,4499,,
1.0239008665084839,0.625,2,4549,,
1.5416754484176636,0.46875,2,4599,,
0.8386994004249573,0.65625,2,4649,,
0.5413978695869446,0.78125,2,4699,,
0.9138181209564209,0.65625,2,4749,,
1.2454890012741089,0.5625,2,4799,,
0.9750435948371887,0.625,2,4849,,
1.0610076189041138,0.59375,2,4899,,
1.4060680866241455,0.5,2,4949,,
0.9131284356117249,0.65625,2,4999,,
0.9773221015930176,0.625,2,5049,,
0.8784602880477905,0.75,2,5099,,
0.71084064245224,0.71875,2,5149,,
1.5220462083816528,0.5625,2,5199,,
